Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV21,OUT019,304.31365181482715
FDB53,OUT046,2409.083778962404
DRP47,OUT019,683.9221899891093
FDA14,OUT013,2345.1388916583305
DRC24,OUT035,2484.156822272632
FDW21,OUT018,1393.632611411549
NCH29,OUT046,1578.9158662921975
FDU58,OUT013,3162.978424648716
FDY27,OUT017,2949.2566000052598
FDV56,OUT035,1811.178025390079
FDT59,OUT046,3869.4065746690762
FDB23,OUT046,3698.5496625906403
FDR49,OUT045,741.1576850710799
FDB03,OUT010,695.8885441322307
FDN39,OUT045,2693.2543186664416
FDX02,OUT027,5808.309960873528
FDQ16,OUT027,2839.1420852166684
FDU35,OUT018,1382.1682695904215
NCT29,OUT013,1972.851197887504
FDZ27,OUT046,782.5510571749594
FDN57,OUT017,2219.0856984323796
FDA03,OUT018,2044.423087662974
FDZ36,OUT045,3134.348145055988
NCU05,OUT013,1266.5638654968343
FDT39,OUT018,2151.928818268861
FDK60,OUT017,1607.3942489044414
FDZ25,OUT017,2855.9063372118194
FDG12,OUT046,2001.3578354055426
DRB01,OUT019,505.49102206959765
NCC43,OUT027,6079.502401330081
FDX13,OUT019,689.4063580830564
FDM22,OUT049,857.7062035437541
FDJ03,OUT027,1429.2249730935155
FDU14,OUT018,3531.005102532677
FDB33,OUT010,403.27369840972915
FDP27,OUT046,3181.637573933941
FDO38,OUT010,166.67303848625875
FDE28,OUT027,6025.992090920006
FDO27,OUT035,1613.3722369178145
DRL23,OUT027,2802.2617846805515
FDS28,OUT046,919.0258146816839
FDX24,OUT013,1507.3950123460806
FDZ02,OUT035,1615.8420492614741
FDL46,OUT045,1846.408943084673
FDS60,OUT027,4762.504448627511
NCO06,OUT017,682.1772638336142
FDO16,OUT035,1412.3891687070145
FDC60,OUT049,1422.891631776638
FDA48,OUT018,3205.0448136583
FDZ36,OUT027,5032.838107864774
FDK27,OUT045,1961.2331087487414
FDW23,OUT018,587.1804684596787
FDM14,OUT018,1501.4215227810848
FDM14,OUT013,1744.0555410187667
FDW60,OUT018,2629.236748033488
FDE21,OUT013,1896.3454539140691
NCM42,OUT035,1785.417156819263
FDY59,OUT010,219.83849302841372
DRI49,OUT049,1286.3429030451255
FDT28,OUT019,362.1135928094902
FDQ22,OUT018,582.794175384948
FDR60,OUT049,1236.6804339867758
FDC50,OUT019,226.2716084717722
FDV24,OUT013,2446.088132071634
DRF48,OUT010,518.2198254546397
FDQ47,OUT046,710.1201101313893
DRN36,OUT049,1587.372907531555
NCY06,OUT035,2174.3970352010824
FDE52,OUT035,1523.5619452148494
NCB54,OUT045,2085.1133353450637
NCF31,OUT035,2484.602520296202
FDJ08,OUT027,5081.881798045581
NCC07,OUT017,1706.117392178
NCD19,OUT027,1515.982841096492
FDL46,OUT049,1913.6540999555766
FDM20,OUT045,3998.401774994778
NCI06,OUT010,481.3595921330184
DRM11,OUT035,4088.7212859094298
NCH07,OUT018,2318.6359371644626
FDS23,OUT013,2152.6523398853756
FDO49,OUT018,679.4699814745463
FDS35,OUT049,1144.8748544620755
DRK39,OUT045,1276.9962201530254
DRI39,OUT049,944.5028128566639
FDV04,OUT017,2611.738152495012
NCN14,OUT035,3115.9482503440086
FDH08,OUT013,3921.8479563372834
FDS20,OUT046,3094.5417151967276
FDV40,OUT049,1228.8902663520735
FDZ48,OUT010,256.6914264954969
FDS24,OUT027,2392.0977981469036
FDK44,OUT049,2891.695904206254
FDS48,OUT045,2426.4077551973473
FDK26,OUT010,523.7757290575228
FDD23,OUT045,3156.971431748011
NCH54,OUT017,2654.8711139493757
NCP14,OUT010,241.75546468154994
FDM60,OUT010,21.750975533333985
FDV24,OUT017,2455.8845867483383
FDH08,OUT018,3394.7771708815567
FDS12,OUT027,3395.6733256353637
FDR39,OUT027,4906.302548554549
FDP12,OUT027,1249.9758178003701
DRF60,OUT027,6022.225793200942
FDC09,OUT035,1745.0668575870359
FDF50,OUT018,2971.7070018742247
FDG28,OUT035,4071.474760991506
NCE19,OUT017,892.2269600053633
NCM53,OUT010,241.85544209064665
NCN18,OUT049,1802.3465931360975
FDF32,OUT035,3442.018701617022
FDF11,OUT013,3995.2550775909067
DRI59,OUT049,3776.1294052638013
NCG54,OUT035,2856.884455251946
FDM44,OUT046,1665.1296138515245
FDT57,OUT018,3423.826172989732
FDV24,OUT046,2440.659723945206
FDI50,OUT019,651.9106514893663
FDS09,OUT035,873.0694603373397
NCC31,OUT027,3989.012707627792
FDQ07,OUT019,608.8125647059233
FDC22,OUT017,3230.962646768443
FDZ56,OUT046,2824.5135451199103
FDZ40,OUT019,101.38555217130124
FDS46,OUT027,3108.30618797848
DRD24,OUT045,2205.892047936328
FDV45,OUT017,3180.9001239082786
FDL26,OUT045,2506.570326469271
FDA56,OUT018,1718.2795433956442
FDN27,OUT046,1798.442004227551
FDM20,OUT049,4025.7810512984697
FDO16,OUT017,1350.3440188448476
FDL03,OUT035,3288.5450626584816
FDE58,OUT046,1871.0400699908682
FDI02,OUT027,2971.9932620401746
NCC55,OUT019,25.854316614196705
FDR03,OUT018,3029.973842645855
FDB14,OUT017,1532.024249369745
FDR45,OUT013,3971.6932967744556
NCN07,OUT017,2166.1786354335277
FDM51,OUT019,255.65503260446508
FDT52,OUT027,6134.33071323838
FDL26,OUT046,2471.8883470574037
NCZ42,OUT046,3913.332727047825
DRI47,OUT019,346.6445400181358
FDW40,OUT013,2255.3331898248684
FDN34,OUT046,2830.6287105015163
FDS01,OUT035,3007.570935447231
NCG55,OUT045,1859.5329826196862
FDC11,OUT035,1446.8372185431112
FDX35,OUT018,3330.389999006431
NCB06,OUT046,2630.335608031192
FDR09,OUT019,661.0924388963895
FDC53,OUT017,1604.0881270188345
FDY45,OUT013,4057.8242188863087
FDA22,OUT010,434.33002906658203
FDE02,OUT035,1603.3775122369063
FDW21,OUT045,1620.6893303738896
FDV34,OUT046,1171.3960924035466
FDS59,OUT049,1778.4299856149692
NCW17,OUT017,2119.0622918440076
NCK54,OUT046,1883.4470700227178
FDG17,OUT019,686.9169344320969
FDG35,OUT017,2750.35262067621
FDD08,OUT010,17.490720997262088
NCO07,OUT017,3516.5611994093615
FDJ10,OUT010,337.67334844623974
FDW36,OUT017,1717.8484104440056
FDW21,OUT010,235.2373084485223
FDY19,OUT017,1923.6660706908083
DRE03,OUT013,747.9548919033925
NCC55,OUT049,701.7609167219753
FDH52,OUT010,144.21017555025014
FDO09,OUT017,4041.047892645321
FDU43,OUT045,3934.7480998618703
FDX09,OUT010,453.1472908365522
FDH40,OUT019,198.82643479446574
FDW58,OUT017,1654.3628181450094
FDC47,OUT017,3855.522795673902
NCR41,OUT035,1596.5156557000635
DRG49,OUT035,4045.790826262938
FDC52,OUT027,3927.667735861617
FDY13,OUT046,1188.8199416099926
FDY35,OUT013,723.5022660953148
FDI35,OUT017,3095.208685810346
NCU18,OUT049,2253.9716503127643
FDY33,OUT018,2329.6309355975764
FDC15,OUT027,4130.492062266602
FDU01,OUT049,3137.945785636759
NCU42,OUT046,2806.220257380137
NCV29,OUT018,2613.547239520418
NCY30,OUT017,3070.961674044097
FDQ46,OUT049,1834.8101598010342
FDG58,OUT027,3968.4933588345593
FDK33,OUT017,3523.524016068309
NCD07,OUT045,1846.8708542175905
NCX29,OUT027,3687.2921370553777
NCT42,OUT013,2392.610191978424
DRN59,OUT035,801.1865129454711
FDI44,OUT035,1300.6553386168962
FDA45,OUT049,2773.8129589698237
FDP31,OUT045,989.6602490921002
FDY01,OUT046,1894.205528307407
FDT09,OUT018,1916.7671892493681
DRH03,OUT027,2562.832618653656
FDA36,OUT018,2770.957220954905
NCF31,OUT017,2475.938734291989
FDG14,OUT049,2471.781294156198
FDG28,OUT027,6134.33071323838
FDU14,OUT049,4078.983391505266
FDY47,OUT019,332.9596561729584
FDI56,OUT049,1482.7994779045725
DRD01,OUT013,911.1120184541403
FDM22,OUT046,891.1250570531349
FDH33,OUT013,698.1411617629992
DRZ24,OUT013,1905.4044437633358
NCQ38,OUT046,1700.5627504525005
FDO16,OUT027,2269.6680795995103
FDU07,OUT027,3869.1249469109553
NCB07,OUT013,3164.0915500175465
FDU48,OUT045,2141.4874043837303
NCM43,OUT045,2678.588924423514
FDR31,OUT010,356.8352466097358
DRK49,OUT018,585.7613838683405
NCI30,OUT010,629.8641617516816
DRD60,OUT017,3077.089505086241
NCG19,OUT046,3830.7759662967956
FDH12,OUT035,1751.3788213204598
FDM32,OUT035,1531.0014037198916
FDM27,OUT035,2602.183848235485
NCU53,OUT027,4330.272606541772
NCQ18,OUT046,1598.9693427449656
FDS10,OUT013,2931.9220360694017
FDB33,OUT027,4116.915852627568
FDI12,OUT013,1372.5630238945378
NCW42,OUT013,3618.869032746038
NCC06,OUT018,1830.6934595872058
FDW02,OUT017,2103.542208718575
NCD43,OUT017,1707.1118541058763
FDM57,OUT018,1122.5824374797944
FDA58,OUT017,3921.475623002196
FDK56,OUT046,3115.2934257228417
FDP52,OUT045,3856.046914843315
FDW20,OUT018,1723.26921725592
FDS52,OUT049,1640.4392161289595
NCT29,OUT018,1671.1365881886209
NCL54,OUT013,2895.7078638772077
FDC05,OUT045,3340.9872971846025
FDF34,OUT035,3316.9301725244864
FDP03,OUT027,3287.8759626357914
FDD32,OUT010,189.6366666783017
FDZ10,OUT045,2090.961442609611
FDZ40,OUT035,923.3465520588234
FDD51,OUT018,605.0278003133767
NCY30,OUT019,467.43779178681325
FDP58,OUT017,3575.1680125123785
FDV49,OUT017,4123.504285962132
FDY24,OUT019,97.53308054290483
NCO55,OUT017,1734.777032441574
FDR13,OUT017,1922.5242176314196
FDS51,OUT017,1021.7773140310237
FDP26,OUT045,1686.5239963159675
NCB54,OUT027,3453.7717135439325
FDF32,OUT017,3304.0771386252936
FDN31,OUT018,2801.7651397706136
DRM48,OUT017,709.569813185758
FDN20,OUT049,2820.594691414759
DRL01,OUT046,3882.0442978933133
FDV56,OUT049,1758.7306859343962
DRH13,OUT027,2812.28701013595
FDA03,OUT017,2362.390098250445
FDF47,OUT027,5787.101370272736
FDX32,OUT046,2384.3432014801806
FDX57,OUT049,1604.7632668971642
NCA30,OUT045,3101.829560328668
FDO49,OUT013,790.5885280964712
FDL04,OUT019,251.92412109864495
DRM48,OUT035,735.8859971183131
FDR16,OUT013,3537.872162902795
NCC19,OUT018,2842.511080141233
NCE42,OUT045,3607.079891205195
FDY24,OUT017,906.601260938199
FDH19,OUT049,2879.382165485506
FDJ46,OUT013,2872.6312055807343
FDN45,OUT010,601.4679420071743
FDY08,OUT035,2278.2294405024268
FDZ37,OUT035,1438.0078376730994
NCT30,OUT045,740.9102999347426
DRY23,OUT018,598.1863469457264
NCZ30,OUT018,1697.7781412074803
FDC44,OUT018,1585.824719580737
FDB45,OUT035,1641.5130013780201
FDY04,OUT013,2663.716253421826
FDM27,OUT046,2628.65643628516
FDZ43,OUT017,4019.905542535969
FDT39,OUT019,370.89037364308297
NCC06,OUT019,311.80554696125705
FDL15,OUT027,3965.0521568674408
FDL57,OUT017,4046.184938436547
FDU08,OUT046,1610.2604110201796
FDK40,OUT017,4132.155593865293
FDQ12,OUT010,667.0872373744287
FDS48,OUT017,2465.7396481584556
FDP09,OUT045,3461.1300126229953
FDW21,OUT049,1631.6483568324434
FDY25,OUT035,3114.074140587729
DRE13,OUT017,1382.9987190308732
FDV43,OUT019,37.32923060941994
FDD22,OUT045,1790.6108201278685
FDM46,OUT019,220.72686433803187
NCO30,OUT010,480.0353405119124
FDM25,OUT046,2886.92227249708
NCN41,OUT049,2004.9673922970533
FDU24,OUT045,1514.4885435725828
FDZ50,OUT046,3104.8643566479495
FDP45,OUT013,4056.787065377447
NCM54,OUT045,2063.7545535006384
FDW10,OUT019,442.64194419623936
FDP20,OUT017,2117.1418738277152
FDK32,OUT046,2459.223524262157
FDN52,OUT049,1443.1437320754453
FDM58,OUT045,1791.5269351205256
FDZ46,OUT027,2921.3729932609613
NCA18,OUT018,1612.3147371976802
FDD35,OUT046,1993.7357493856996
NCK31,OUT035,838.5086938186803
FDI40,OUT027,2701.4407166179144
FDT50,OUT019,234.03111154414205
NCT06,OUT046,2691.5640301967373
FDT31,OUT035,3172.4682533671075
FDT45,OUT049,849.3826317830319
FDT13,OUT045,3125.8793527811295
FDO50,OUT045,1483.9898450862013
NCU18,OUT010,332.4262651133845
NCR54,OUT049,3234.3736873858115
NCO18,OUT018,2618.6856043689345
FDU09,OUT045,909.5333457813342
FDT13,OUT018,2794.1937048326017
FDE09,OUT046,1828.8043988385284
NCK53,OUT019,239.64776160227575
FDG45,OUT049,3550.8949291574063
DRH15,OUT035,782.319665646525
FDO21,OUT019,613.982404542616
FDD14,OUT027,4967.609192932924
FDC09,OUT046,1701.8896564324232
FDH45,OUT027,1277.7628838094708
FDV32,OUT046,1135.1022199963184
FDG12,OUT035,1987.6237925835796
FDS32,OUT013,2229.3537359842553
NCL55,OUT018,3525.9082921926524
DRE01,OUT035,4028.1536463315933
DRE15,OUT049,1234.6246977199885
NCL42,OUT045,3874.4981696638974
FDP31,OUT013,982.4446945527877
FDN33,OUT018,1304.0882366910832
FDZ59,OUT046,2711.6527498013243
FDE45,OUT010,476.83291683241123
FDJ07,OUT013,1916.3520504777966
FDQ45,OUT018,2741.982954457774
FDM33,OUT027,5658.749688250462
FDO15,OUT010,164.8986046575926
FDM46,OUT013,1503.5543665667053
FDR03,OUT045,3412.4536210971773
FDY49,OUT018,2439.2039887182095
FDQ60,OUT045,1912.1205827893436
FDW10,OUT049,2729.7804897322935
FDO51,OUT049,767.9844492321517
FDJ40,OUT018,1496.6854907560873
FDS20,OUT018,2726.374676688515
FDU45,OUT013,1835.2581678009133
FDV02,OUT035,2869.9230392657473
FDN09,OUT046,3949.296299814285
NCM55,OUT027,5009.158643774446
FDN23,OUT018,2027.8058848199448
FDY31,OUT010,356.0194868984238
FDW03,OUT010,258.7307666303702
FDD14,OUT046,3033.393521272677
FDV23,OUT017,2091.642231624292
DRI03,OUT045,2862.2896971920236
FDN13,OUT035,1641.4233800062357
FDF45,OUT027,1729.168242182966
FDU46,OUT035,1475.2578339335726
FDB57,OUT049,3747.14713297878
FDV12,OUT049,1634.819225606601
FDQ58,OUT013,2441.1350229080776
NCA18,OUT017,1881.2137708011862
FDH52,OUT049,1010.9809161173907
FDM24,OUT018,2144.802883946541
NCP43,OUT027,4889.499408309226
NCO18,OUT019,447.61097553599825
FDM32,OUT017,1502.5205011515461
NCL07,OUT017,711.406858187139
FDK03,OUT013,4115.6900590773985
FDP59,OUT017,1578.831225370041
FDQ24,OUT049,4102.8340641758605
FDQ16,OUT018,1485.0030749831153
FDU44,OUT013,2648.483754755481
FDH28,OUT010,24.38785031588486
FDV28,OUT019,36.92133072080287
FDM22,OUT045,853.4802148963374
FDR56,OUT046,3249.490395496865
FDV39,OUT049,3267.829632115355
FDU37,OUT019,191.42980373452724
FDQ11,OUT010,716.1092825441083
FDX02,OUT045,3748.4880435956975
NCS42,OUT018,1291.0274635513074
FDY57,OUT027,2589.454453451668
FDB21,OUT049,4005.2142585199526
FDE28,OUT017,3914.5285328532586
FDQ55,OUT017,1885.1773870753557
FDA48,OUT049,3766.3206133192516
FDZ19,OUT045,2856.8051352624943
NCC43,OUT045,3915.381553410516
NCV18,OUT046,1288.477723173272
NCA42,OUT018,2314.7462585866515
FDY45,OUT046,3992.746750120312
NCC30,OUT045,2934.8718834362685
FDM57,OUT013,1370.2884645465065
FDL09,OUT010,413.39652915546094
FDB09,OUT027,3317.243419702625
FDT44,OUT035,1970.8234364906011
NCT06,OUT027,4304.662495164754
FDX26,OUT049,3117.209268540735
FDK32,OUT013,2481.141144746676
DRA12,OUT046,2254.033475844127
FDO46,OUT010,516.3589086856973
FDE52,OUT013,1400.5962001297007
NCH42,OUT045,3821.25740906371
FDV08,OUT035,746.8510310003892
FDB47,OUT018,3083.015661263191
FDC28,OUT010,260.37282789189317
FDD22,OUT046,1861.0308056522886
FDS07,OUT027,3046.9445230641345
DRI13,OUT045,3566.9695233592392
FDG32,OUT018,3262.162862774013
FDU14,OUT017,4072.9158249034535
FDD28,OUT019,121.13041503373734
NCP41,OUT017,1762.1631899371334
FDS08,OUT049,2890.565862796534
FDX47,OUT045,2584.113989196704
FDC53,OUT019,241.9029675701645
FDQ19,OUT035,4075.188232886446
FDL14,OUT045,2500.2122602066142
FDM33,OUT019,596.587985772494
FDA51,OUT045,1842.10205058795
FDZ27,OUT018,672.0125159462725
FDT04,OUT046,706.0300321546933
DRC13,OUT049,2069.5236654793152
FDR16,OUT027,5564.094155794049
FDQ03,OUT027,6072.818736926911
FDE38,OUT035,2807.941225696627
DRH23,OUT027,1605.341434508242
FDT11,OUT019,510.4785918149453
FDD09,OUT035,3071.7318719299938
FDR40,OUT045,1295.4577569307226
FDX07,OUT017,3112.162528253448
FDR07,OUT035,1510.4309670759947
FDA51,OUT017,1887.8964701489751
FDT59,OUT019,630.5839349154476
FDF20,OUT017,3260.074689309343
FDR13,OUT045,1865.965256514859
FDY26,OUT049,3504.2522266027368
FDW04,OUT017,2185.9324617438715
FDK52,OUT017,3796.865782726682
FDN60,OUT049,2589.213392851122
FDM09,OUT019,441.1544404051667
FDP46,OUT049,1436.2027946630883
FDB50,OUT019,180.72119670155985
NCQ29,OUT049,4053.6561300428566
FDP16,OUT027,6129.891117108717
FDX33,OUT018,2358.642317331532
FDP07,OUT010,526.948715246577
FDN22,OUT046,3942.301013719897
FDF39,OUT049,4110.326407403394
FDS21,OUT017,997.0757382599763
NCM42,OUT013,1710.1572044900113
FDK50,OUT019,405.80219236915786
DRF13,OUT027,3771.5538388803834
FDH35,OUT018,2362.8824974876215
FDP60,OUT018,1373.7851522797562
DRJ49,OUT027,3467.09728033427
NCT42,OUT019,355.69949914656877
FDE38,OUT049,2777.5500716594984
FDI04,OUT049,3378.7409736899317
NCH54,OUT045,2553.4116255168788
FDT56,OUT049,984.8058886515257
DRD15,OUT018,3405.1791595974146
FDV58,OUT013,3024.3109304110603
FDP21,OUT049,3162.3482600664324
FDH05,OUT013,3915.7440494656707
FDR10,OUT027,4235.687217853207
NCP06,OUT045,2329.874928749717
FDF33,OUT049,1768.8060728997534
DRK37,OUT013,3143.5786371135846
DRH49,OUT045,1305.9001528037948
FDT58,OUT013,2754.570319400956
FDD41,OUT018,1464.0954983693264
FDP40,OUT018,1527.8032981854842
FDM51,OUT027,2735.4252000312013
FDO45,OUT010,195.5014348468576
FDW33,OUT010,244.11216353595637
FDY24,OUT045,874.5451712235656
FDB10,OUT010,642.6591537440045
FDM40,OUT035,2300.293057726779
NCI06,OUT017,3055.6408332409947
FDW12,OUT019,348.0350489359537
FDX48,OUT027,4008.653892125027
NCW05,OUT027,2813.4225982437065
FDX27,OUT017,1549.7494174738647
DRM37,OUT045,3326.8587740715093
FDA38,OUT045,3976.3873949448143
FDR36,OUT046,711.3273719698382
FDZ45,OUT046,3334.0963955973302
FDG05,OUT017,2644.325121625394
FDK28,OUT013,4140.705376718855
FDV47,OUT045,1359.3328406810026
FDN21,OUT045,2594.653438447607
FDP20,OUT027,3408.7466427533773
FDI35,OUT045,3057.228843134011
DRY23,OUT013,699.8419681069897
FDA56,OUT017,2022.867955511989
FDB09,OUT013,1996.2003679619322
NCO26,OUT027,3041.2292997139334
FDQ49,OUT018,2248.2026137548373
FDI52,OUT027,3213.4000888141427
FDZ44,OUT027,3065.34078901074
FDZ09,OUT018,2400.057798216846
FDY03,OUT049,1877.4980755760366
NCG42,OUT017,2154.009141703614
DRI13,OUT027,5587.59441156493
FDQ32,OUT013,2078.659207106762
FDW16,OUT035,1558.6700738415207
FDU27,OUT046,766.2461087065467
FDR28,OUT010,418.794976147743
FDQ49,OUT010,398.1467696316606
FDS37,OUT046,1897.8132687096968
FDW26,OUT018,3235.394534533043
FDX12,OUT018,3491.061285825718
NCP06,OUT013,2378.651521245627
FDW45,OUT010,347.1091537178379
NCN30,OUT049,1567.3607257873123
FDN24,OUT049,849.7431110073783
NCL41,OUT027,1230.9129027017098
FDR02,OUT019,264.05096969321244
FDD09,OUT010,499.76365212548967
FDS33,OUT010,191.77044220526068
FDU22,OUT045,1920.245472368123
FDI53,OUT013,2657.5141067377376
DRH01,OUT049,2895.634711757428
FDX32,OUT013,2277.525333529187
NCP30,OUT018,568.0619295772649
FDB60,OUT045,3231.280301809914
FDB14,OUT049,1533.7317940295206
NCP02,OUT035,970.3618294718206
FDJ10,OUT017,2247.04294135274
FDG34,OUT046,1784.9580473798667
NCB18,OUT017,1403.3252625824457
FDM16,OUT049,1205.387889127716
FDW25,OUT018,1142.1912837965467
FDB35,OUT010,220.9749228134658
DRN11,OUT013,2267.3545461939584
FDF41,OUT019,682.837290161405
FDH16,OUT045,1403.0214517321592
NCQ50,OUT018,3067.8099176297455
DRH23,OUT018,797.3960181015323
DRJ37,OUT013,2436.856835485456
DRJ24,OUT027,4965.478025709019
FDY16,OUT035,3133.357949468211
FDQ27,OUT045,1700.8197723118092
FDZ33,OUT045,2386.405241434855
FDF29,OUT045,2176.2221731447557
FDA08,OUT049,2682.231447204943
FDG31,OUT046,1136.879439679726
FDE34,OUT019,481.43637170254874
NCR30,OUT027,1979.4917310284636
FDV33,OUT035,4088.626838122498
DRZ24,OUT018,1695.2047697104526
NCL54,OUT035,2909.9791592506353
FDR12,OUT049,2905.3829208947222
NCC54,OUT046,3951.2209004166157
DRN59,OUT013,754.3325718401684
FDX50,OUT019,265.64077690186355
FDV31,OUT027,4738.801201300019
NCA29,OUT027,4592.057999539886
FDW60,OUT049,2937.7753839238476
FDX08,OUT017,3105.0562980043173
DRD49,OUT013,3941.4056900058463
FDD33,OUT046,3884.719772953184
FDW35,OUT013,698.4395437703281
FDJ36,OUT017,1723.7459089566687
FDV51,OUT035,2789.0318956880346
FDW36,OUT046,1730.4706599371893
FDH35,OUT046,2678.7442137801477
NCS30,OUT027,3479.108166972501
FDN49,OUT017,724.4515407565259
FDL08,OUT018,3482.6528437166544
FDI09,OUT013,3906.118512546203
FDP19,OUT018,1876.6125225787039
FDU21,OUT010,14.92500044032704
NCP41,OUT045,1711.0421111480582
FDY10,OUT013,1831.215983908248
FDP12,OUT018,584.4300899490402
NCN26,OUT049,1890.7094775433102
FDK44,OUT013,2877.8862185052594
FDC28,OUT049,1765.633839446706
FDJ41,OUT027,6215.873504206098
NCT29,OUT035,2056.4939766633042
NCH42,OUT019,617.0962872849364
FDU60,OUT018,2444.7264795851042
FDS02,OUT045,3202.930978602089
FDC51,OUT046,2012.027830865862
FDU03,OUT013,3074.084536873535
FDX39,OUT045,3528.7595740310153
NCY05,OUT010,14.205942212098307
NCL06,OUT027,6078.236794229795
FDD32,OUT035,1335.2608310463331
NCN41,OUT045,1965.77769512278
NCX53,OUT049,2241.815137840476
FDU57,OUT019,364.3750732657809
FDQ23,OUT046,1708.068979966119
FDQ52,OUT045,4035.6158657671745
FDC14,OUT045,691.7581347847845
FDY09,OUT035,2962.5820233679096
FDQ28,OUT045,2544.4276069572784
FDV25,OUT046,3676.7331315745732
FDJ07,OUT035,1943.3892907197333
DRB25,OUT049,1724.8802918769325
FDK52,OUT019,621.7909921892792
FDY52,OUT027,1834.6607706593895
FDB28,OUT046,3288.641452435221
FDT36,OUT035,736.5230414782502
FDV25,OUT017,3770.2857473534095
NCN07,OUT027,3480.307554053252
FDC57,OUT017,3224.131932369831
FDQ03,OUT018,3455.4336329337975
FDU23,OUT017,2785.9546461764844
NCX41,OUT035,3552.43796492665
NCD06,OUT035,801.468005553764
FDW08,OUT045,1710.182723737611
NCU29,OUT017,2352.2391227155194
NCE06,OUT013,2621.2521158577665
FDV52,OUT010,276.2453436946446
FDB02,OUT017,2942.489275818835
NCR18,OUT045,680.6611338905316
FDK16,OUT049,1573.0930539309795
NCQ29,OUT010,702.1018642612321
FDZ01,OUT019,261.2799193154358
FDW27,OUT035,2624.158754936116
FDD17,OUT018,3446.0581946318
FDW39,OUT013,2913.913157722342
DRH59,OUT045,1143.6388753420126
FDS52,OUT013,1671.5227064613327
FDU40,OUT027,5186.209589591277
NCF54,OUT013,2853.3085588714234
FDH46,OUT045,1672.962087597276
NCP14,OUT049,1703.3746930729935
FDH50,OUT049,3154.046653062948
DRF15,OUT010,361.6664804295092
FDV27,OUT027,2399.0239936860753
NCJ06,OUT049,1941.8164530820832
FDN02,OUT018,3035.6321656520427
FDQ51,OUT049,780.4226541447204
FDQ07,OUT017,3779.0670745371053
FDS45,OUT049,1724.958774940583
NCJ06,OUT045,1924.95829530605
FDD36,OUT035,1943.6596373795783
FDY25,OUT045,3082.495650665009
FDU52,OUT046,2500.2597441798334
DRK47,OUT017,3874.822500020151
NCL30,OUT017,2129.5245926922144
FDN22,OUT035,4036.1447304709163
NCF30,OUT027,3360.4732810692412
FDK03,OUT035,4152.941405897314
FDT45,OUT017,907.6290714467739
NCC54,OUT027,6075.939682663422
FDP08,OUT018,2861.411405257016
